NR_INWENT,NAZWA,REGION,GMINA,WLASCICIEL,DLUGOSC,GLEBOKOSC,PRZEWYZSZE,DENIWELACJ,OSUWISKOWA,X_1992,Y_1992,ID,ROK_AKTUAL,lon,lat
J.Olk.I-04.42,Nyża przed Zakrętem,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,2.0,0.0,0.0,0.0,0,558902.41,254584.4,10975,2015,19.824805558810297,50.15555559769093
J.Olk.I-08.09,Grota w Konopówce,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa (Lasy Państwowe),13.0,4.2,0.3,4.5,0,551396.61,255071.8,10998,2015,19.719777730318764,50.16063892982641
J.Olk.I-04.44,Schronisko przed Zakrętem II,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,11.0,0.0,1.0,1.0,0,558943.93,254597.21,10977,2015,19.82538887990768,50.15566670113227
K.Bn-09.77,Schronisko Miodowe,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,2.0,0.0,0.0,0.0,1,694509.07,188660.31,10851,2015,21.689138873796523,49.53411115272442
J.Olk.I-04.45,Schronisko przed Zakrętem III,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,6.0,0.0,2.0,2.0,0,558953.71,254609.67,10978,2015,19.825527743741354,50.15577781279074
J.Olk.I-08.10,Szczelina w Dalnicy I,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Prywatny,2.3,0.0,0.0,0.0,0,551740.71,259873.69,10999,2015,19.72525001799037,50.20380556620506
K.Bn-03.06,Zbójnicka Spiżarnia,Karpaty,Uście Gorlickie (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,1.0,1.0,1,651789.78,177866.81,10817,2015,21.09486117671324,49.449277744412065
K.Bn-03.08,Szczelina Jaworzyńska,Karpaty,Uście Gorlickie (gm. wiejska),Skarb Państwa (Lasy Państwowe),7.0,2.7,0.0,2.7,1,663328.6,178396.84,10818,2015,21.254202731294047,49.45105000699495
K.Bn-11.06,Okap Aldowina,Karpaty,Komańcza (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.0,0.0,0.0,0.0,0,720709.32,174823.0,10806,2015,22.04313893391792,49.40080558671779
J.Cz.III-06.70,Jaskinia Deszczowa Zachodnia,Wyżyna Śląsko-Krakowska,Kroczyce (gm. wiejska),Prywatny,6.0,0.0,0.0,0.0,0,538306.44,302542.6,11337,2020,19.541305620573848,50.588666697461385
K.Bn-11.08,Schronisko Rzepedzkie,Karpaty,Komańcza (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.5,0.0,0.0,0.0,0,720772.74,174751.36,10808,2015,22.043972247360756,49.40013889805297
K.Bn-11.09,Schronisko z Klepsydrami,Karpaty,Komańcza (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.1,0.0,0.0,0.0,0,720823.2,174700.84,10809,2015,22.04463885846054,49.39966666915973
K.Bn-11.11,Mała Koleba,Karpaty,Komańcza (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.8,0.0,1.8,1.8,0,721004.71,174603.06,10811,2015,22.047083331749317,49.398722231092336
K.Bn-05.33,Schronisko w Kornutach XX,Karpaty,Sękowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,668725.4,193371.14,10847,2015,21.33502772977277,49.58419448629122
K.Bn-10.15,Schronisko Cergowskie III,Karpaty,Dukla (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.5,1.1,0.0,1.1,1,697315.12,187775.34,10853,2015,21.727444404165386,49.525250009906436
K.Bsd-02.48,Schronisko koło Niedźwiedziej,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,1.0,0.0,1.0,0,629632.35,181826.87,4747,2014,20.790533348004747,49.490025047791384
K.Bsd-02.56,Piwnica Izworyki,Karpaty,Piwniczna-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,0,632805.33,178542.55,4607,2014,20.833233379699802,49.459802791613626
S.I-03.07,Schronisko w Ścianie (S-1.18),Sudety,Kłodzko (gm. wiejska),Skarb Państwa,4.0,0.0,1.0,1.0,0,334298.96,279412.82,3908,2014,16.66971938478451,50.358499968176496
T.F-10.22,Mała Szczelina w Tomanowym Grzbiecie,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,11.0,4.0,0.0,4.0,0,565156.96,151745.47,4416,2014,19.895219407882635,49.229749991261876
S.III-04.38,Jaskinia za Sztolnią (S-5.38),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,118.0,47.0,7.0,54.0,0,282827.3,345666.37,3992,2014,15.907986079005733,50.9368995855698
T.F-11.15,Niski Schron nad Tomanową,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,3.0,0.0,0.0,0.0,0,565579.8,151759.45,4427,2014,19.901030523677733,49.22983060199668
T.D-22.02,Jaskinia Koszowa,Tatry,Bukowina Tatrzańska (gm. wiejska),Skarb Państwa,14.2,10.0,0.0,10.0,0,577097.61,154054.91,4719,2014,20.05969443109405,49.24913889611401
S.I-03.11,Jaskinia Biała Marianna w Krzyżniku (S-1.6 ex),Sudety,Stronie Śląskie (gm. miejsko-wiejska),Prywatny,50.0,0.0,0.0,0.0,0,347765.08,270513.37,3892,2014,16.862541667231305,50.282133333332204
S.II-03.03,Kozi Schron (S - 2.5),Sudety,Duszniki-Zdrój (gm. miejska),Skarb Państwa (Lasy Państwowe),15.5,1.2,3.0,4.2,0,312381.72,283485.88,3927,2014,16.359788888636455,50.388522222491375
S.III-04.20,Jaskinia Komarowa (S-5.20),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,6.8,0.0,3.3,3.3,0,283336.66,346234.51,3962,2014,15.914888861855301,50.942194464074674
S.III-04.16,Jaskinia Mała Szczelina Kalcytowa (S-5.16),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,17.5,5.0,3.0,8.0,0,282896.18,346013.08,3958,2014,15.908758588916605,50.94003978405485
T.F-09.25,Schron nad Zakosistą,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,4.5,0.0,3.5,3.5,0,563575.71,152292.0,4410,2014,19.87358332616234,49.234833381284375
K.Bsd-02.54,Schronisko w Połymi,Karpaty,Piwniczna-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,1.5,0.0,1.5,1,633477.25,177749.66,4570,2014,20.842236101855963,49.452525025837616
J.Olk.I-05.04,Okno Sokole I,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa,5.0,0.0,0.0,0.0,0,556061.73,254368.48,4647,2014,19.78500000814556,50.153888900148914
T.F-08.05,Schron pod Przeziorową,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,5.8,0.0,0.0,0.0,0,562780.67,152280.4,4413,2014,19.86265830358794,49.23481110782113
S.V-02.06,Jaskinia Przechodnia (S-6.6),Sudety,Lwówek Śląski (gm. miejsko-wiejska),Komunalny,12.5,0.0,0.0,0.0,0,260591.53,371358.8,4002,2014,15.574984450847676,51.15879108712012
T.E-08.72,Schron za Smoczą Jamą,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,3.0,0.0,0.0,0.0,0,563125.0,152631.99,4347,2014,19.867444510951422,49.237938906492566
J.Olk.I-05.05,Okno Sokole II,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa,4.0,0.0,0.0,0.0,0,556061.73,254368.48,4648,2014,19.78500000814556,50.153888900148914
K.Bsd-01.31,Jama pod Wietrznymi Dziurami II,Karpaty,Stary Sącz (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),2.0,0.0,0.0,0.0,1,614518.71,180253.54,4548,2014,20.581411094736662,49.47891666814932
J.Olk.I-08.120,Komórka nad Ścieżką,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Prywatny,3.5,0.0,0.0,0.0,0,551498.34,258929.84,11300,2020,19.72172497179148,50.19533610410214
T.E-08.75,Szczelinka w Głębowcu,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,2.3,0.0,0.0,0.0,0,562235.67,152971.36,4587,2014,19.855277775649267,49.24108331047311
S.III-04.10,Jaskinia Naciekowa (S-5.10 ex),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,26.0,0.0,0.0,0.0,0,282983.17,346005.0,3952,2014,15.910000000681817,50.93999999977495
T.F-11.07,Tomanowy Okap,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,4.0,0.0,0.0,0.0,0,565369.12,151843.7,4421,2014,19.898150011424224,49.23061112670459
T.B-04.02,Wilcza Nora,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,12.2,0.0,3.2,3.2,0,558456.15,156137.77,4066,2014,19.803805503169354,49.26994443742007
K.Bsd-01.32,Mała Wietrzna Dziura,Karpaty,Rytro (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,1,615779.03,180083.71,4549,2014,20.598758267466305,49.47715000559824
K.Bs-03.25,Jaskinia w Kościelcu II,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),14.0,0.0,2.0,2.0,0,501683.81,198159.59,2905,2011,19.023333388770446,49.65083333779683
T.E-12.48,Szczelina w Litworowej,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,5.0,0.0,0.0,0.0,0,566550.65,152816.27,1588,2010,19.914543229453862,49.23923379694082
J.GT-03.11,Schronisko na Lewym Brzegu Doliny Sanki,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),10.0,0.0,3.0,3.0,0,550897.41,244589.99,2238,2013,19.711388871152565,50.06638892218129
J.Cz.I-04.11,Schronisko w Uroczysku Bogdaniec I,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,0,527592.6,314882.71,2362,2013,19.39083333350798,50.70027777739387
J.Cz.I-05.44,Schronisko pod Skośną Płytą,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,528989.43,314087.39,2508,2013,19.410555555555273,50.69305555554964
K.Pd-01.02,Schronisko Orzechowe,Karpaty,Korczyna (gm. wiejska),Skarb Państwa (Lasy Państwowe),7.0,0.0,0.0,0.0,0,702043.92,212123.7,3271,2011,21.805277827629148,49.74249997988393
G-1.23,Schronisko nad Zawaliskową,Region Świętokrzyski,Kielce (gm. miejska),Komunalny,6.0,0.0,0.0,0.0,0,613857.1,333951.72,691,2013,20.618307649778,50.8612488748699
T.E-11.05,Jaskinia Marmurowa,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,681.0,126.0,24.5,150.5,0,565427.07,152854.0,1472,2013,19.899111097977514,49.23969444098755
J.Cz.IV-02.28,Szuflada,Wyżyna Śląsko-Krakowska,Ogrodzieniec (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),8.3,0.0,0.0,0.0,0,537226.16,283754.02,2528,2013,19.52416666721244,50.419722222118445
J.Cz.II-02.19,Schronisko nad Zastudniem V,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,0,526844.41,312234.69,3664,2013,19.380043394703836,50.676492628635664
K.Bs-03.140,Nora pod Wykrotem,Karpaty,Wisła (gm. miejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,1,499548.36,197900.63,10198,2014,18.99374169939269,49.64850557874435
N-2.18,Polny Schron,Niecka Nidziańska,Pińczów (gm. miejsko-wiejska),Prywatny,8.0,0.0,0.0,0.0,0,617103.85,287454.7,695,2013,20.649722222829663,50.44249999954636
J.Cz.IV-03.48,Schronisko w Zamczysku III,Wyżyna Śląsko-Krakowska,Ogrodzieniec (gm. miejsko-wiejska),Prywatny,4.0,0.0,0.0,0.0,0,543655.81,283988.54,2724,2013,19.614722222099545,50.42138888849503
J.Cz.IV-02.24,Schronisko w Kwiecynku,Wyżyna Śląsko-Krakowska,Klucze (gm. wiejska),Prywatny,19.2,0.0,3.5,3.5,0,542868.81,281295.6,2489,2013,19.603333332866445,50.397222221873385
J.Cz.II-02.47,Schronisko obok Starego Komina,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,527436.13,312900.36,3706,2013,19.388469695190476,50.68245300150757
T.F-09.11,Jaskinia pod Okapem,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,120.0,3.0,18.5,21.5,0,563877.52,152330.73,1663,2013,19.87773611233553,49.235150397443626
T.B-15.01,Koleba nad Doliną Białego,Tatry,Zakopane (gm. miejska),Skarb Państwa,3.0,0.0,0.0,0.0,0,569632.16,155721.45,11053,2017,19.95738882706076,49.265027759241796
J.Cz.I-04.01,Jaskinia Siedlecka,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Prywatny,52.0,18.0,0.0,18.0,0,525606.76,314759.98,2349,2013,19.36269712056174,50.69926471649256
J.Cz.II-04.15,Schronisko obok Jaskini Trzebniowskiej,Wyżyna Śląsko-Krakowska,Niegowa (gm. wiejska),Prywatny,4.0,1.0,0.0,1.0,0,529826.96,310606.09,3772,2013,19.422135576493243,50.66169727811573
J.Cz.II-04.16,Schronisko na Półce pod Jaskinią Trzebniowską,Wyżyna Śląsko-Krakowska,Niegowa (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,529937.91,310569.1,3773,2013,19.42370279800584,50.66135888070086
T.E-13.06,Chuda Mnichowa Studnia,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,50.0,18.0,4.0,22.0,0,567577.15,153604.31,1584,2013,19.92878049239964,49.24621107321047
J.Cz.IV-05.06,Szczelina w Górach Bydlińskich,Wyżyna Śląsko-Krakowska,Klucze (gm. wiejska),Prywatny,9.5,1.5,1.0,2.5,0,545050.92,282332.78,2673,2013,19.634166667327637,50.40638888848157
J.Cz.II-02.50,Schronisko nad Starym Kominem,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,527436.4,312890.37,3712,2013,19.388472760678976,50.68236314371209
K.Bs-04.97,Jaskinia w Grabowym Wąwozie II,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),11.2,2.8,0.0,2.8,1,496581.36,200531.49,10270,2014,18.95260549549057,49.672166643426536
K.G-01.24,Jaskinia Goszczyńskiego,Karpaty,Nowy Targ (gm. wiejska),Skarb Państwa,20.0,5.0,0.0,5.0,1,582715.94,185740.34,10379,2015,20.14350005554836,49.53344446609255
K.G-01.25,Schronisko pod Wantą,Karpaty,Nowy Targ (gm. wiejska),Skarb Państwa,4.0,0.0,0.0,0.0,1,582856.59,185742.48,10380,2015,20.145444501493913,49.53344448698195
K.Bm-02.15,Nora w Kiczorze,Karpaty,Andrychów (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,524653.22,212298.99,10292,2015,19.34252219820147,49.77754445723479
J.Olk.I-04.13,Schronisko przy Wielkowiejskiej,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,13.0,0.0,0.0,0.0,0,558219.77,254055.03,10947,2015,19.815166672113346,50.150861078632914
K.Bż-04.07,Diabla Koleba,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,538224.95,189649.11,10296,2015,19.528861044837083,49.57305554285714
K.Pwl-01.08,Grota w Dobczycach,Karpaty,Dobczyce (gm. miejsko-wiejska),Prywatny,4.0,0.0,2.5,2.5,0,577075.22,224800.03,10297,2014,20.073249967553515,49.88555556978142
K.Bs-04.98,Jaskinia w Grabowym Wąwozie III,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),7.6,2.9,0.0,2.9,1,496584.37,200532.42,10271,2014,18.952647216653435,49.67217502795091
K.Pst-01.04,Schronisko w Dudniarzu I,Karpaty,Wiśniowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.0,0.0,1.0,1.0,0,685836.0,230802.52,10436,2015,21.589444409850106,49.91561112746093
J.Cz.III-06.51,Schronisko Przelotowe I w Pośredniej,Wyżyna Śląsko-Krakowska,Kroczyce (gm. wiejska),Prywatny,3.0,0.0,0.0,0.0,0,537877.34,302073.2,11312,2020,19.535194454381394,50.584472251932354
K.Pd-01.41,Szorstka Studnia,Karpaty,Korczyna (gm. wiejska),Skarb Państwa (Lasy Państwowe),8.0,4.5,0.0,4.5,0,703229.22,211979.6,10504,2015,21.821638957636427,49.740805587292456
J.Olk.I-04.15,Jaskinia Wielkowiejska,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,65.0,8.9,7.3,16.2,0,558237.46,254070.67,10948,2015,19.815416725398965,50.15100003136222
J.Olk.I-04.59,Schronisko naprzeciw Wąwozu Zelkowskiego,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Skarb Państwa (Lasy Państwowe),13.0,0.0,0.0,0.0,0,558409.96,255637.52,11252,2018,19.818072236773176,50.16507779013428
K.G-01.26,Schronisko za Wantą,Karpaty,Nowy Targ (gm. wiejska),Skarb Państwa,4.0,2.0,0.0,2.0,1,582856.59,185742.48,10381,2015,20.145444501493913,49.53344448698195
K.Bs-04.57,Schron Tajny Śmietnik,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.8,0.0,0.0,0.0,1,497241.07,202312.22,10282,2014,18.96173884966386,49.68819169960935
K.Bm-02.23,Szczelina Wojtka w Świnnej Porębie,Karpaty,Mucharz (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,1,537758.12,217942.81,10293,2015,19.52513882561059,49.82763890482271
K.Bm-02.27,Koleba na Małym Gibasowym Groniu,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,0,526702.33,209191.31,10294,2015,19.370777829711564,49.74949721638736
K.Bm-02.28,Cisowy Schron,Karpaty,Porąbka (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.1,0.0,0.0,0.0,1,519097.05,212407.39,10295,2015,19.265333271637637,49.778722199335796
K.Bs-04.118,Schron z Czaszką,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.7,0.0,0.0,0.0,1,497242.68,202326.73,10581,2015,18.96176107491237,49.688322256908414
K.Pr-02.29,Schronisko Deszczowe,Karpaty,Ciężkowice (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,1.8,1.8,0,633959.51,211613.49,10481,2015,20.860444382688126,49.756944468806715
K.Pr-01.34,Kocia Szczelina,Karpaty,Gródek nad Dunajcem (gm. wiejska),Skarb Państwa,4.0,0.0,0.0,0.0,0,624069.26,209468.45,10460,2015,20.722472261567187,49.73977778011263
K.Pr-01.35,Jama Zaskrońca,Karpaty,Gródek nad Dunajcem (gm. wiejska),Skarb Państwa,12.0,0.0,0.0,0.0,0,624069.26,209468.45,10461,2015,20.722472261567187,49.73977778011263
K.Pr-01.39,Jama Zimorodka,Karpaty,Gródek nad Dunajcem (gm. wiejska),Skarb Państwa,6.0,0.0,0.0,0.0,0,624069.26,209468.45,10462,2015,20.722472261567187,49.73977778011263
J.Olk.II-03.29,Jaskinia Twarda,Wyżyna Śląsko-Krakowska,Klucze (gm. wiejska),Skarb Państwa (Lasy Państwowe),210.0,44.0,0.0,44.0,0,542337.82,275527.45,10430,2014,19.595211082129737,50.345372239480156
J.Olk.I-04.29,Szczelina nad Potokiem w Przeciętej Skałce,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,6.0,0.0,3.0,3.0,0,558551.87,254528.04,10962,2015,19.819888840315258,50.15508335767906
K.Bn-04.24,Schronisko Wodne II,Karpaty,Sękowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,1,664360.91,193611.25,10822,2015,21.274777845348854,49.58755554502087
J.Olk.I-08.41,Szczelina pod Przełączką,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Prywatny,2.1,0.0,0.0,0.0,0,550823.06,256971.51,11029,2015,19.712000055080164,50.17777782523022
K.Bn-05.32,Schronisko Serowe,Karpaty,Sękowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,1,668699.5,193364.15,10846,2015,21.33466660746833,49.584138874794355
K.Bn-10.19,Schronisko Cergowskie VI,Karpaty,Dukla (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,1,697338.78,187899.83,10857,2015,21.727833355273294,49.52636113101626
J.Olk.I-04.52,Tunelik w Mącznej Skale,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,3.0,0.0,0.0,0.0,0,558455.5,255536.73,10984,2015,19.818694498976434,50.16416663229373
J.Olk.I-04.53,Jaskinia w Mącznej Skale Mała,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,25.0,0.0,1.0,1.0,0,558463.33,255546.08,10985,2015,19.818805586588493,50.16424996801253
K.Bn-05.12,Schronisko na Wątkowej III,Karpaty,Dębowiec (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,1.0,0.0,1.0,1,670058.63,192816.34,10824,2015,21.353222250533292,49.57883337119059
K.Bn-10.21,Schronisko Cergowskie VIII,Karpaty,Dukla (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,1,697294.13,187854.94,10859,2015,21.727194432167632,49.52597223413256
K.Bn-10.22,Jaskinia Księżycowa,Karpaty,Dukla (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),8.5,2.7,0.0,2.7,1,697251.27,187816.3,10860,2015,21.72658335869411,49.525638921325466
J.Olk.I-04.56,Schronisko obok Dalekiego I,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,2.5,0.0,0.0,0.0,0,556391.99,255968.41,10987,2015,19.789861116337523,50.16824996072983
K.Bn-05.13,Schronisko na Wątkowej IV,Karpaty,Sękowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,1.5,1.5,1,670066.61,192368.55,10825,2015,21.35313890625617,49.5748055764103
J.Olk.I-04.24,Schronisko nad Podmłyniem,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,6.0,0.0,0.0,0.0,0,558349.87,254494.94,10957,2015,19.81705551018362,50.154805534530645
J.Olk.I-08.36,Szklarska Szczelina II,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Skarb Państwa,2.9,0.0,0.0,0.0,0,551354.12,257831.94,11030,2015,19.719555532792366,50.185472211586735
J.Olk.I-08.139,Szczelina za Przechodem w Krętych Skałach,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Prywatny,2.0,0.0,0.0,0.0,0,550813.49,258181.55,11381,2020,19.712027802583304,50.18866389189326
K.Bn-10.23,Okap w Cergowej II,Karpaty,Dukla (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),6.0,1.2,0.4,1.6,1,697376.94,188068.11,10861,2015,21.72844444399868,49.52786107914087
K.Bn-10.24,Jaskinia Nasza,Karpaty,Jaśliska (gm. wiejska),Skarb Państwa (Lasy Państwowe),12.0,4.0,0.0,4.0,1,699071.48,181660.71,10862,2015,21.748611158599108,49.46972226872045
J.Olk.I-04.57,Schronisko Dalekie,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,3.0,0.0,0.0,0.0,0,556395.92,255971.54,10988,2015,19.78991662093365,50.1682777427723
J.Olk.I-03.03,Schronisko pod Kamieniami w Szczelinie,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.2,5.3,1.4,6.7,0,560486.37,253116.84,11033,2015,19.846749938662374,50.14219449161407
K.Bn-02.05,Schronisko nad Szkieletem,Karpaty,Ropa (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,652700.28,188352.77,10814,2015,21.11147218675229,49.543333356770404
J.Olk.I-04.30,Szczelina w Przeciętej Skałce Górna,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,5.0,1.5,0.0,1.5,0,558557.79,254531.19,10963,2015,19.819972212402565,50.155111108628745
J.Olk.I-04.58,Schronisko obok Dalekiego II,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,3.0,0.0,0.0,0.0,0,556385.94,255977.61,10989,2015,19.789777748812522,50.16833329673595
K.Bn-05.15,Schronisko na Wątkowej VI,Karpaty,Sękowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,670308.49,192536.8,10827,2015,21.356555582696796,49.57625003957376
S.III-04.03,Jaskinia Dolna w Miłku (S-5.3 ex),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,31.0,0.0,0.0,0.0,0,284478.86,345324.03,3932,2014,15.931666642616817,50.93444443766572
S.III-04.24,Jaskinia Południowa (S-5.24 ex),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,20.0,0.0,0.0,0.0,0,282697.14,345707.75,3966,2014,15.90611111126927,50.937222222322376
T.F-09.29,Szczelina za Siedmiu Progami,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,5.8,0.0,0.0,0.0,0,564295.2,152176.54,4414,2014,19.88344996552552,49.23371942134645
S.II-03.02,Złota Sztolnia (S-2.4),Sudety,Duszniki-Zdrój (gm. miejska),Skarb Państwa (Lasy Państwowe),170.0,26.0,0.0,26.0,0,312802.67,279501.79,3926,2014,16.367688882373603,50.35285277845104
T.E-09.47,Dziura w Ździarach Wyżnia,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,6.5,0.0,3.5,3.5,0,563905.9,153107.83,4388,2014,19.878250001098742,49.24213891335013
T.D-08.67,Nisza w Organach,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,3.0,0.0,0.0,0.0,0,563036.0,153517.69,4486,2014,19.866361043342614,49.24591664460649
K.Bsd-02.59,Schronisko w Cisowych Wierchach,Karpaty,Piwniczna-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,631718.23,178862.78,4610,2014,20.818341723222037,49.46291946163795
S.III-04.11,Jaskinia Nowa (S-5.11),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,227.0,0.0,49.0,49.0,0,283352.91,346249.29,3953,2014,15.915111096436249,50.94233333014571
J.Olk.I-01.13,Okno nad Parapetem,Wyżyna Śląsko-Krakowska,Trzyciąż (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,0,561065.54,271595.85,10891,2014,19.857833381456032,50.308361128043174
S.V-02.07,Zimna Dziura (S-6.7),Sudety,Lwówek Śląski (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),8.5,2.7,1.0,3.7,0,263466.95,365332.15,4003,2013,15.62000083299477,51.10587222207197
S.III-04.15,Jaskinia nad Potokiem (S-5.15),Sudety,Wojcieszów (gm. miejska),Skarb Państwa,29.0,10.5,0.0,10.5,0,282535.95,346326.84,3957,2014,15.903450000284666,50.94272222234755
T.F-09.28,Krakowska Szczelina,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,6.5,1.0,0.0,1.0,0,563904.19,152123.21,4412,2014,19.878069441288613,49.23328057750179
